Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,187.700000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,322.300000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,350.500000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,497.800000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,692.900000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,991.900000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,1283.300000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,1990.000000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,2980.000000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,2196.000000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,3095.000000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,5468.000000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,8309.000000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,141.200000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,124.900000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,154.100000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,162.200000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,149.000000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,126.700000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,201.500000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,248.800000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,212.800000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,278.200000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,343.200000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,161.700000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,200.600000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,185.300000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,238.200000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,322.700000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,462.000000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,597.700000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,926.900000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,1154.100000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,512.000000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,721.600000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,904.100000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,996.300000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,6810.000000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,11490.000000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,15300.000000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,20730.000000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,48410.000000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,58780.000000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,76140.000000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,173160.000000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,266910.000000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,211320.000000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,239780.000000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,434770.000000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,437860.000000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,583670.000000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,1045000.000000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,1190500.000000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,1830426.200000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,2186.000000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,3040.000000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,4260.000000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,8190.000000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,5090.000000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,7710.000000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,16100.000000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,6.800000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,11.500000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,15.300000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,20.700000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,48.400000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,58.800000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,76.100000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,173.200000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,266.900000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,211.300000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,239.800000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,434.800000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,437.900000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,583.700000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,1045.000000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,1190.500000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,1830.400000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,2186.000000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,3040.000000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,4260.000000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,8190.000000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,5090.000000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,7710.000000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,16100.000000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,119.900000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,168.000000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,168.500000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,141.100000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,273.800000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,140.800000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,155.800000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,316.200000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,440.700000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,310.800000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,331.300000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,374.500000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,272.500000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,308.600000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,500.000000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,554.500000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,852.600000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,1018.200000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,1415.900000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,1649.800000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,1909.400000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,1186.700000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,1274.800000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),393,'01213,Cauliflowers and broccoli,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,1930.600000,A
VEN,1991-01-01,1991-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,15551.000000,A
VEN,1992-01-01,1992-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,21880.000000,A
VEN,1993-01-01,1993-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,31160.000000,A
VEN,1994-01-01,1994-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,40090.000000,A
VEN,1995-01-01,1995-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,103470.000000,A
VEN,1996-01-01,1996-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,201550.000000,A
VEN,1997-01-01,1997-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,271580.000000,A
VEN,1998-01-01,1998-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,501500.000000,A
VEN,1999-01-01,1999-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,490620.000000,A
VEN,2000-01-01,2000-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,342840.000000,A
VEN,2001-01-01,2001-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,427660.000000,A
VEN,2002-01-01,2002-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,559830.000000,A
VEN,2003-01-01,2003-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,766020.000000,A
VEN,2004-01-01,2004-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,995390.000000,A
VEN,2005-01-01,2005-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,1630250.000000,A
VEN,2006-01-01,2006-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,2086490.000000,A
VEN,2007-01-01,2007-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,2773601.800000,A
VEN,2008-01-01,2008-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,3532.000000,A
VEN,2009-01-01,2009-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,4630.000000,A
VEN,2010-01-01,2010-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,8990.000000,A
VEN,2011-01-01,2011-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,8200.000000,A
VEN,2012-01-01,2012-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,9630.000000,A
VEN,2013-01-01,2013-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,13170.000000,A
VEN,2014-01-01,2014-12-31,236,'862,Venezuela (Bolivarian Republic of),401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,29250.000000,A
